# Constructed from biom file
#OTU ID	PUF-IPEX-3	PUF-BOU-7	PUF-MBO-4	PUF-BOT-3	CTRL-neg-extraction-PUF	PUF-BOT-10	PUF-JD-10	PUF-IPEX-1	PUF-IPEX-8	PUF-JD14
24e6afde065c6d5c729886e1ee63f7ad	0.0	18.0	0.0	0.0	0.0	0.0	234.0	0.0	0.0	0.0
202e53dd32a0e7b3fcb0945dd40b5e51	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209.0
7ef585184d09a2e4635d0aeeada52a46	0.0	15.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	49.0
b3a298b6b16a5d32bd1ba8c64c3d64d7	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e07e46d7aafd4deecdc6327a714c759c	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	6.0
53c25c4a89ee297fa37b9730f7a61d55	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8a5b522cd0043aaa3825c3c09e12a89a	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c684f602961d1fa707824757cb55af21	0.0	13.0	0.0	0.0	0.0	0.0	12.0	0.0	117.0	0.0
18afda2e4c3b03e088538500a42aa706	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0
889a6b737cf3e3064c4dda7818ee1d9e	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
332d4393db73c7427984790777e06dd6	0.0	11.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0
661dd3221faca2cc45ae8c60bcb085f7	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00d61d9aad5b9f0844db4f5ed7b5467e	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e1075be938bdad2c9af1b215f6c68944	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c38372039005405c2e6443c3d3488d49	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ed23d1eb03a8316576fb21c7fd58d300	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682e474f59d9bac506d92693a4feb45c	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a7c7a4669f8293e27f4200221bc4f1fe	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2f13f121577313e78366e6a1423c94fb	0.0	9.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
b995f264804c2f7319c94d04ee09ac5b	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21e486e5b0390082e16f41592cd6db47	0.0	9.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0
501fafaee6092a370c3ac12cef546d67	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0defe652e22096a2ebe5ee2a18d13a11	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772e7735929f1c930c6f49b34f2f2409	0.0	7.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
f4008cd280125b58d6af250ecc4a334f	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
12458b2a0937bbde973d321eebd537dd	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0
b4973746d688a7879255e08741b614fc	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0
b4433eea6405e0b4ecb38ba60c441b1e	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7f48dc9359c231e277df72620d99807f	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0
48583a3c2ba12a2dfd5d6837130d2a15	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15b4175fc70318c16bd98b81789fb503	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a3727e4d12abc4f5289682fe42cc7bd2	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162c0aaffc51a84a33e7cecf2faaf142	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3b8ad135a622199c069ac61ab049a60c	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0
5aed11ba544c173021f3e6b6409a1d21	0.0	3.0	0.0	0.0	0.0	0.0	15.0	0.0	18.0	0.0
2ea69a52787ca94235c0254cc906181a	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
9fe1c702458193e49887d52ce314a594	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
feaf7faf41e9503a6fcb711db0c7cab9	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955870e1f6c197fd56b1459fbdb9d6e4	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
9120a8bbdc5d8261589ee9e90f0509a9	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0
893a317ff25f3be600989440e8428424	0.0	2.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910b20d55f2f10b3a358227930df0428	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e984cbe62195b05152601586e08be54e	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a1f6d38048d4358acff81fd1db53a7ec	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
922c407078b43f634da20b2e149c57c5	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	227.0	0.0
b5c5f3673c4c22aceba1e1bceb36e295	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
